school_name,school_id,sport,sport_id,season,schedule_url,scrape_active
DeSoto High School,35,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=35&alg=1,FALSE
DeSoto High School,35,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=35&alg=68,FALSE
DeSoto High School,35,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=35&alg=12,FALSE
DeSoto High School,35,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=35&alg=8,FALSE
DeSoto High School,35,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=35&alg=5,FALSE
DeSoto High School,35,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=35&alg=6,FALSE
DeSoto High School,35,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=35&alg=9,FALSE
DeSoto High School,35,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=35&alg=4,FALSE
DeSoto High School,35,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=35&alg=3,FALSE
Dexter High School,37,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=37&alg=1,FALSE
Dexter High School,37,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=37&alg=68,FALSE
Dexter High School,37,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=37&alg=12,FALSE
Dexter High School,37,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=37&alg=8,FALSE
Dexter High School,37,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=37&alg=5,FALSE
Dexter High School,37,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=37&alg=6,FALSE
Dexter High School,37,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=37&alg=9,FALSE
Dexter High School,37,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=37&alg=4,FALSE
Dexter High School,37,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=37&alg=3,FALSE
Diamond High School,270,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=270&alg=1,FALSE
Diamond High School,270,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=270&alg=68,FALSE
Diamond High School,270,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=270&alg=12,FALSE
Diamond High School,270,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=270&alg=8,FALSE
Diamond High School,270,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=270&alg=5,FALSE
Diamond High School,270,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=270&alg=6,FALSE
Diamond High School,270,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=270&alg=9,FALSE
Diamond High School,270,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=270&alg=4,FALSE
Diamond High School,270,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=270&alg=3,FALSE
Dixon High School,273,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=273&alg=1,FALSE
Dixon High School,273,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=273&alg=68,FALSE
Dixon High School,273,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=273&alg=12,FALSE
Dixon High School,273,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=273&alg=8,FALSE
Dixon High School,273,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=273&alg=5,FALSE
Dixon High School,273,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=273&alg=6,FALSE
Dixon High School,273,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=273&alg=9,FALSE
Dixon High School,273,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=273&alg=4,FALSE
Dixon High School,273,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=273&alg=3,FALSE
Doniphan High School,42,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=42&alg=1,FALSE
Doniphan High School,42,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=42&alg=68,FALSE
Doniphan High School,42,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=42&alg=12,FALSE
Doniphan High School,42,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=42&alg=8,FALSE
Doniphan High School,42,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=42&alg=5,FALSE
Doniphan High School,42,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=42&alg=6,FALSE
Doniphan High School,42,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=42&alg=9,FALSE
Doniphan High School,42,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=42&alg=4,FALSE
Doniphan High School,42,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=42&alg=3,FALSE
Dora High School,44,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=44&alg=1,FALSE
Dora High School,44,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=44&alg=68,FALSE
Dora High School,44,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=44&alg=12,FALSE
Dora High School,44,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=44&alg=8,FALSE
Dora High School,44,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=44&alg=5,FALSE
Dora High School,44,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=44&alg=6,FALSE
Dora High School,44,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=44&alg=9,FALSE
Dora High School,44,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=44&alg=4,FALSE
Dora High School,44,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=44&alg=3,FALSE
Drexel High School,275,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=275&alg=1,FALSE
Drexel High School,275,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=275&alg=68,FALSE
Drexel High School,275,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=275&alg=12,FALSE
Drexel High School,275,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=275&alg=8,FALSE
Drexel High School,275,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=275&alg=5,FALSE
Drexel High School,275,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=275&alg=6,FALSE
Drexel High School,275,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=275&alg=9,FALSE
Drexel High School,275,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=275&alg=4,FALSE
Drexel High School,275,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=275&alg=3,FALSE
Duchesne High School,518,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=518&alg=1,FALSE
Duchesne High School,518,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=518&alg=68,FALSE
Duchesne High School,518,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=518&alg=12,FALSE
Duchesne High School,518,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=518&alg=8,FALSE
Duchesne High School,518,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=518&alg=5,FALSE
Duchesne High School,518,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=518&alg=6,FALSE
Duchesne High School,518,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=518&alg=9,FALSE
Duchesne High School,518,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=518&alg=4,FALSE
Duchesne High School,518,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=518&alg=3,FALSE
East (Kansas City) High School,809,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=809&alg=1,FALSE
East (Kansas City) High School,809,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=809&alg=68,FALSE
East (Kansas City) High School,809,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=809&alg=12,FALSE
East (Kansas City) High School,809,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=809&alg=8,FALSE
East (Kansas City) High School,809,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=809&alg=5,FALSE
East (Kansas City) High School,809,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=809&alg=6,FALSE
East (Kansas City) High School,809,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=809&alg=9,FALSE
East (Kansas City) High School,809,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=809&alg=4,FALSE
East (Kansas City) High School,809,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=809&alg=3,FALSE
East Buchanan High School,45,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=45&alg=1,FALSE
East Buchanan High School,45,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=45&alg=68,FALSE
East Buchanan High School,45,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=45&alg=12,FALSE
East Buchanan High School,45,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=45&alg=8,FALSE
East Buchanan High School,45,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=45&alg=5,FALSE
East Buchanan High School,45,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=45&alg=6,FALSE
East Buchanan High School,45,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=45&alg=9,FALSE
East Buchanan High School,45,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=45&alg=4,FALSE
East Buchanan High School,45,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=45&alg=3,FALSE
East Carter High School,276,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=276&alg=1,FALSE
East Carter High School,276,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=276&alg=68,FALSE
East Carter High School,276,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=276&alg=12,FALSE
East Carter High School,276,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=276&alg=8,FALSE
East Carter High School,276,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=276&alg=5,FALSE
East Carter High School,276,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=276&alg=6,FALSE
East Carter High School,276,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=276&alg=9,FALSE
East Carter High School,276,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=276&alg=4,FALSE
East Carter High School,276,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=276&alg=3,FALSE
East Newton High School,47,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=47&alg=1,FALSE
East Newton High School,47,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=47&alg=68,FALSE
East Newton High School,47,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=47&alg=12,FALSE
East Newton High School,47,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=47&alg=8,FALSE
East Newton High School,47,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=47&alg=5,FALSE
East Newton High School,47,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=47&alg=6,FALSE
East Newton High School,47,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=47&alg=9,FALSE
East Newton High School,47,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=47&alg=4,FALSE
East Newton High School,47,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=47&alg=3,FALSE
East Prairie High School,48,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=48&alg=1,FALSE
East Prairie High School,48,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=48&alg=68,FALSE
East Prairie High School,48,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=48&alg=12,FALSE
East Prairie High School,48,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=48&alg=8,FALSE
East Prairie High School,48,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=48&alg=5,FALSE
East Prairie High School,48,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=48&alg=6,FALSE
East Prairie High School,48,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=48&alg=9,FALSE
East Prairie High School,48,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=48&alg=4,FALSE
East Prairie High School,48,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=48&alg=3,FALSE
El Dorado Springs High School,277,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=277&alg=1,FALSE
El Dorado Springs High School,277,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=277&alg=68,FALSE
El Dorado Springs High School,277,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=277&alg=12,FALSE
El Dorado Springs High School,277,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=277&alg=8,FALSE
El Dorado Springs High School,277,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=277&alg=5,FALSE
El Dorado Springs High School,277,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=277&alg=6,FALSE
El Dorado Springs High School,277,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=277&alg=9,FALSE
El Dorado Springs High School,277,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=277&alg=4,FALSE
El Dorado Springs High School,277,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=277&alg=3,FALSE
Eldon High School,278,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=1,FALSE
Eldon High School,278,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=68,FALSE
Eldon High School,278,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=12,FALSE
Eldon High School,278,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=8,FALSE
Eldon High School,278,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=5,FALSE
Eldon High School,278,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=6,FALSE
Eldon High School,278,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=9,FALSE
Eldon High School,278,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=4,FALSE
Eldon High School,278,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=3,FALSE
Ellington High School,452,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=452&alg=1,FALSE
Ellington High School,452,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=452&alg=68,FALSE
Ellington High School,452,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=452&alg=12,FALSE
Ellington High School,452,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=452&alg=8,FALSE
Ellington High School,452,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=452&alg=5,FALSE
Ellington High School,452,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=452&alg=6,FALSE
Ellington High School,452,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=452&alg=9,FALSE
Ellington High School,452,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=452&alg=4,FALSE
Ellington High School,452,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=452&alg=3,FALSE
Elsberry High School,52,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=52&alg=1,FALSE
Elsberry High School,52,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=52&alg=68,FALSE
Elsberry High School,52,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=52&alg=12,FALSE
Elsberry High School,52,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=52&alg=8,FALSE
Elsberry High School,52,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=52&alg=5,FALSE
Elsberry High School,52,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=52&alg=6,FALSE
Elsberry High School,52,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=52&alg=9,FALSE
Elsberry High School,52,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=52&alg=4,FALSE
Elsberry High School,52,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=52&alg=3,FALSE
Eminence High School,282,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=282&alg=1,FALSE
Eminence High School,282,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=282&alg=68,FALSE
Eminence High School,282,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=282&alg=12,FALSE
Eminence High School,282,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=282&alg=8,FALSE
Eminence High School,282,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=282&alg=5,FALSE
Eminence High School,282,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=282&alg=6,FALSE
Eminence High School,282,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=282&alg=9,FALSE
Eminence High School,282,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=282&alg=4,FALSE
Eminence High School,282,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=282&alg=3,FALSE
Eugene High School,285,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=285&alg=1,FALSE
Eugene High School,285,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=285&alg=68,FALSE
Eugene High School,285,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=285&alg=12,FALSE
Eugene High School,285,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=285&alg=8,FALSE
Eugene High School,285,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=285&alg=5,FALSE
Eugene High School,285,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=285&alg=6,FALSE
Eugene High School,285,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=285&alg=9,FALSE
Eugene High School,285,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=285&alg=4,FALSE
Eugene High School,285,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=285&alg=3,FALSE
Eureka High School,56,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=56&alg=1,FALSE
Eureka High School,56,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=56&alg=68,FALSE
Eureka High School,56,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=56&alg=12,FALSE
Eureka High School,56,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=56&alg=8,FALSE
Eureka High School,56,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=56&alg=5,FALSE
Eureka High School,56,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=56&alg=6,FALSE
Eureka High School,56,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=56&alg=9,FALSE
Eureka High School,56,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=56&alg=4,FALSE
Eureka High School,56,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=56&alg=3,FALSE
Everton High School,286,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=286&alg=1,FALSE
Everton High School,286,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=286&alg=68,FALSE
Everton High School,286,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=286&alg=12,FALSE
Everton High School,286,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=286&alg=8,FALSE
Everton High School,286,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=286&alg=5,FALSE
Everton High School,286,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=286&alg=6,FALSE
Everton High School,286,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=286&alg=9,FALSE
Everton High School,286,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=286&alg=4,FALSE
Everton High School,286,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=286&alg=3,FALSE
Ewing Marion Kauffman Charter High School,1206,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=1206&alg=1,FALSE
Ewing Marion Kauffman Charter High School,1206,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=1206&alg=68,FALSE
Ewing Marion Kauffman Charter High School,1206,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=1206&alg=12,FALSE
Ewing Marion Kauffman Charter High School,1206,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=1206&alg=8,FALSE
Ewing Marion Kauffman Charter High School,1206,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=1206&alg=5,FALSE
Ewing Marion Kauffman Charter High School,1206,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=1206&alg=6,FALSE
Ewing Marion Kauffman Charter High School,1206,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=1206&alg=9,FALSE
Ewing Marion Kauffman Charter High School,1206,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=1206&alg=4,FALSE
Ewing Marion Kauffman Charter High School,1206,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=1206&alg=3,FALSE
Excelsior Springs High School,296,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=296&alg=1,FALSE
Excelsior Springs High School,296,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=296&alg=68,FALSE
Excelsior Springs High School,296,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=296&alg=12,FALSE
Excelsior Springs High School,296,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=296&alg=8,FALSE
Excelsior Springs High School,296,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=296&alg=5,FALSE
Excelsior Springs High School,296,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=296&alg=6,FALSE
Excelsior Springs High School,296,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=296&alg=9,FALSE
Excelsior Springs High School,296,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=296&alg=4,FALSE
Excelsior Springs High School,296,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=296&alg=3,FALSE
Exeter High School,400,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=400&alg=1,FALSE
Exeter High School,400,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=400&alg=68,FALSE
Exeter High School,400,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=400&alg=12,FALSE
Exeter High School,400,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=400&alg=8,FALSE
Exeter High School,400,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=400&alg=5,FALSE
Exeter High School,400,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=400&alg=6,FALSE
Exeter High School,400,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=400&alg=9,FALSE
Exeter High School,400,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=400&alg=4,FALSE
Exeter High School,400,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=400&alg=3,FALSE
Fair Grove High School,290,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=290&alg=1,FALSE
Fair Grove High School,290,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=290&alg=68,FALSE
Fair Grove High School,290,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=290&alg=12,FALSE
