date,team1,team1_classified,score1,team2,team2_classified,score2,forfeit,overtime
2026-09-11,Sarcoxie,True,6,Pierce City,True,46,False,False
2026-09-11,Penney,True,33,Plattsburg,True,35,False,False
2026-09-11,Benton,True,21,Pleasant Hill,True,47,False,False
2026-09-11,El Dorado Springs,True,50,"Pleasant Hope with Halfway, Marion C. Early",True,0,False,False
2026-09-11,Charleston,True,22,Portageville,True,64,False,False
2026-09-11,Fredericktown,True,20,Potosi,True,12,False,False
2026-09-12,Confluence Prep Academy Charter,True,6,Principia,True,66,False,False
2026-09-11,Gallatin with Tri-County,True,14,Putnam County,True,28,False,False
2026-09-11,Shawnee Mission Northwest (KS.),False,12,Raymore-Peculiar,True,42,False,False
2026-09-11,Marquette,True,42,Ritenour,True,18,False,False
2026-09-11,Jefferson City,True,19,Rock Bridge,True,35,False,False
2026-09-12,Houston,True,35,Salem,True,22,False,False
2026-09-11,Fayette,True,8,Salisbury,True,51,False,False
2026-09-11,Caruthersville,True,34,Scott City with Chaffee,True,21,False,False
2026-09-10,Rockhurst,True,34,Shawnee Mission East (KS.),False,0,False,False
2026-09-11,Cole Camp,True,15,Sherwood,True,18,False,False
2026-09-11,Jackson,True,41,Sikeston,True,7,False,False
2026-09-11,Marionville,True,14,Skyline,True,40,False,False
2026-09-11,Kearney,True,49,Smithville,True,7,False,False
2026-09-11,Scotland County,True,13,South Callaway,True,49,False,False
2026-09-11,Milan,True,14,South Harrison,True,36,False,False
2026-09-11,Mound City,False,64,St. James,True,48,False,False
2026-09-11,Macon,True,42,South Shelby,True,0,False,False
2026-09-11,Blair Oaks,True,48,Southern Boone,True,21,False,False
2026-09-11,Reeds Spring,True,0,Springfield Catholic,True,42,False,False
2026-09-11,Pacific,True,28,St. Clair,True,35,False,False
2026-09-11,Hogan Prep Academy Charter,True,0,St. Mary's (KS) Academy,False,9,False,False
2026-09-11,Cahokia (IL.),False,22,St. Mary's South Side,True,25,False,False
2026-09-11,Priory,True,0,St. Pius X (Festus),True,88,False,False
2026-09-11,Buffalo,True,22,Strafford,True,29,False,False
2026-09-11,St. James,True,0,Sullivan,True,41,False,False
2026-09-11,Salem,True,38,Sweet Springs,False,60,False,False
2026-09-11,Liberty (Wentzville),True,35,Timberland,True,41,False,False
2026-09-11,East Newton,True,12,Tipton with Bunceton,True,55,False,False
2026-09-11,Marceline,True,53,Trenton,True,27,False,False
2026-09-11,Hannibal,True,6,Troy Buchanan,True,35,False,False
2026-09-11,Hermann,True,0,Union,True,42,False,False
2026-09-12,Father Tolton,True,49,University Academy Charter with Ewing Marion Kauffman,True,26,False,False
2026-09-11,Central (Park Hills),True,7,Valle Catholic,True,56,False,False
2026-09-11,Truman,True,6,Van Horn,True,50,False,False
2026-09-11,Louisiana,True,43,Van-Far,True,6,False,False
2026-09-11,Lexington,True,12,Versailles,True,32,False,False
2026-09-11,Lutheran St. Charles,True,6,Vianney,True,78,False,False
2026-09-11,St. Dominic,True,31,Warrenton,True,14,False,False
2026-09-11,Knob Noster with Leeton,True,14,Warsaw,True,52,False,False
2026-09-11,St. Francis Borgia,True,27,Washington,True,21,False,False
2026-09-11,Neosho,True,42,Waynesville,True,12,False,False
2026-09-11,North Platte,True,6,West Platte,True,24,False,False
2026-09-11,Harrisburg,True,6,Westran,True,40,False,False
2026-09-11,Platte County,True,38,William Chrisman,True,0,False,False
2026-09-11,Festus,True,47,Windsor (Imperial),True,6,False,False
2026-09-11,Mark Twain,True,6,Winfield,True,14,False,False
2026-09-11,Raytown,True,27,Winnetonka,True,19,False,False
2026-09-18,Warsaw,True,28,Adrian,True,12,False,False
2026-09-18,Miller,True,40,Ash Grove,True,0,False,False
2026-09-18,Nevada,True,13,Aurora,True,0,False,False
2026-09-18,Liberty (Mountain View),True,14,Ava,True,17,False,False
2026-09-18,Perryville,True,35,Bayless with Hancock,True,14,False,False
2026-09-18,Winnetonka,True,34,Belton,True,46,False,False
2026-09-18,Osage,True,7,Blair Oaks,True,55,False,False
2026-09-18,Liberty North,True,24,Blue Springs,True,31,False,False
2026-09-18,Hillcrest,True,7,Bolivar,True,45,False,False
2026-09-18,West Plains,True,14,Branson,True,45,False,False
2026-09-18,Trenton,True,0,Brookfield,True,42,False,False
2026-09-18,Helias Catholic,True,24,Camdenton,True,7,False,False
2026-09-18,Millard South (NE.),False,55,Cardinal Ritter,True,40,False,False
2026-09-18,Marshfield,True,20,Carl Junction,True,28,False,False
2026-09-18,KIPP KC Legacy,True,6,Carrollton,True,44,False,False
2026-09-18,Glendale,True,14,Carthage,True,46,False,False
2026-09-18,Sikeston,True,27,Central (Cape Girardeau),True,16,False,False
2026-09-18,Hogan Prep Academy Charter,True,7,Central (Kansas City),True,14,False,False
2026-09-18,East Prairie,True,0,Central (New Madrid County),True,38,False,False
2026-09-18,Oak Park,True,49,Central (St. Joseph),True,7,False,False
2026-09-18,Scott City with Chaffee,True,27,Charleston,True,36,False,False
2026-09-18,Cameron,True,20,Chillicothe,True,34,False,False
2026-09-18,Monroe City,True,40,Clark County,True,18,False,False
2026-09-18,Fair Grove,True,27,Clever,True,20,False,False
2026-09-18,Holden,True,14,Clinton,True,57,False,False
2026-09-18,"Pleasant Hope with Halfway, Marion C. Early",True,0,Cole Camp,True,34,False,False
2026-09-18,Lexington,True,12,Crest Ridge with Chilhowee,True,18,False,False
2026-09-18,Confluence Prep Academy Charter,True,16,Crystal City,True,44,False,False
2026-09-18,Chaminade College Prep,True,14,De Smet Jesuit,True,62,False,False
2026-09-18,Doniphan,True,0,Dexter,True,58,False,False
2026-09-18,Lighthouse Sr. High,False,46,El Dorado Springs,True,8,False,False
2026-09-18,Fulton,True,46,Eldon,True,14,False,False
2026-09-18,Maryville,True,46,Excelsior Springs,True,7,False,False
2026-09-18,Westran,True,36,Fayette,True,28,False,False
2026-09-18,DeSoto,True,8,Festus,True,36,False,False
2026-09-18,Northeast (Kansas City),True,9,FL Schlagle (KS.),False,14,False,False
2026-09-18,Springfield Catholic,True,48,Forsyth,True,28,False,False
2026-09-18,William Chrisman,True,8,Fort Osage,True,43,False,False
2026-09-17,Troy Buchanan,True,42,Francis Howell Central,True,2,False,False
2026-09-18,Valle Catholic,True,67,Fredericktown,True,14,False,False
2026-09-18,Timberland,True,21,Ft. Zumwalt North,True,20,False,False
2026-09-18,Francis Howell,True,31,Ft. Zumwalt West,True,7,False,False
2026-09-18,Milan,True,8,Gallatin with Tri-County,True,44,False,False
2026-09-18,Raytown,True,24,Grain Valley,True,22,False,False
2026-09-18,Veritas Christian Academy,True,40,Grandview (Hillsboro),True,22,False,False
2026-09-18,Boonville,True,14,Hallsville,True,29,False,False
2026-09-18,Kirksville,True,0,Hannibal,True,26,False,False
2026-09-18,Salisbury,True,81,Harrisburg,True,0,False,False
2026-09-18,Center,True,48,Harrisonville,True,62,False,False
2026-09-18,Portageville,True,34,Hayti,True,36,False,False
2026-09-18,Ritenour,True,32,Hazelwood East,True,24,False,False
2026-09-17,Parkway Central,True,14,Hazelwood West,True,57,False,False
2026-09-18,Centralia,True,54,Hermann,True,14,False,False
2026-09-18,Battle,True,6,Hickman,True,42,False,False
2026-09-18,South Shelby,True,43,Highland,True,0,False,False
2026-09-18,North County,True,13,Hillsboro,True,45,False,False
2026-09-18,Buffalo,True,56,Hollister,True,22,False,False
2026-09-18,Cabool,True,7,Houston,True,56,False,False
2026-09-18,St. Mary's South Side,True,7,Jackson,True,42,False,False
2026-09-18,Cuba with Steelville,True,0,Jefferson (Festus),True,27,False,False
2026-09-18,Smith-Cotton,True,43,Jefferson City,True,36,False,False
2026-09-18,University City,True,22,Jennings,True,0,False,False
2026-09-18,Waynesville,True,14,Joplin,True,35,False,False
2026-09-18,Kelly,True,0,Kennett,True,39,False,False
2026-09-18,Marquette,True,21,Kirkwood,True,52,False,False
2026-09-18,Monett,True,54,Knob Noster with Leeton,True,8,False,False
2026-09-18,Fox,True,14,Ladue Horton Watkins,True,27,False,False
2026-09-18,Lindbergh,True,28,Lafayette (Wildwood),True,27,False,False
2026-09-18,Lone Jack with Kingsville,True,0,Lafayette County,True,58,False,False
2026-09-18,East Newton,True,0,Lamar,True,52,False,False
2026-09-18,East Buchanan,True,28,Lawson,True,21,False,False
2026-09-18,Lee's Summit,True,17,Lee's Summit North,True,24,False,False
2026-09-18,Francis Howell North,True,0,Liberty (Wentzville),True,63,False,False
2026-09-18,Wright City,True,27,Louisiana,True,41,False,False
2026-09-18,Lift for Life Academy Charter,True,49,Lutheran St. Charles,True,0,False,False
2026-09-18,Palmyra,True,7,Macon,True,35,False,False
2026-09-18,Caruthersville,True,48,Malden,True,0,False,False
2026-09-18,Maysville,True,0,Marceline,True,7,False,False
2026-09-18,Van-Far,True,38,Mark Twain,True,34,False,False
2026-09-19,Oakville,True,39,McCluer North,True,16,False,False
2026-09-18,Cassville,True,54,McDonald County,True,13,False,False
2026-09-18,Northwest (Cedar Hill),True,35,Mehlville,True,6,False,False
2026-09-18,Marshall,True,8,Mexico,True,40,False,False
2026-09-18,Plattsburg,True,0,Mid-Buchanan,True,55,False,False
2026-09-19,Linn,True,20,Miller Career Academy with Sumner,True,34,False,False
2026-09-18,Russellville,True,54,Missouri Military Academy,False,0,False,False
2026-09-18,Warrensburg,True,22,Moberly,True,24,False,False
2026-09-18,Willow Springs,True,6,Mountain Grove,True,55,False,False
2026-09-18,Lebanon,True,8,Neosho,True,50,False,False
2026-09-18,McCluer,True,22,Normandy Collaborative,True,8,False,False
2026-09-18,Bowling Green,True,54,North Callaway,True,76,False,False
2026-09-18,Park Hill,True,7,North Kansas City,True,41,False,False
2026-09-18,Lathrop,True,30,North Platte,True,28,False,False
2026-09-18,Ft. Zumwalt East,True,21,North Point,True,42,False,False
2026-09-18,Richmond,True,8,Odessa,True,53,False,False
2026-09-18,Winfield,True,15,Orchard Farm,True,48,False,False
2026-09-18,Sullivan,True,60,Owensville,True,6,False,False
2026-09-18,Union,True,56,Pacific,True,20,False,False
2026-09-18,Liberty,True,48,Park Hill South,True,7,False,False
2026-09-18,Logan-Rogersville,True,58,Parkview,True,6,False,False
2026-09-18,Hazelwood Central,True,0,Parkway North,True,35,False,False
2026-09-18,Webster Groves,True,0,Parkway South,True,41,False,False
2026-09-18,Riverview Gardens,True,0,Parkway West,True,50,False,False
2026-09-18,Seckman,True,0,Pattonville,True,35,False,False
2026-09-18,St. Michael the Archangel,True,7,Pembroke Hill,True,42,False,False
2026-09-18,West Platte,True,50,Penney,True,44,False,False
2026-09-18,Skyline,True,22,Pierce City,True,26,False,False
2026-09-18,Smithville,True,17,Platte County,True,38,False,False
2026-09-18,Oak Grove,True,0,Pleasant Hill,True,20,False,False
2026-09-18,Farmington,True,48,Poplar Bluff,True,0,False,False
2026-09-19,Lutheran South,True,13,Priory,True,36,False,False
2026-09-18,Lee's Summit West,True,28,Raymore-Peculiar,True,34,False,False
2026-09-18,Grandview,True,7,Raytown South,True,34,False,False
2026-09-18,Strafford,True,49,Reeds Spring,True,22,False,False
2026-09-18,Ozark,True,0,Republic,True,49,False,False
2026-09-18,Capital City,True,28,Rock Bridge,True,63,False,False
2026-09-18,Kearney,True,22,Rockhurst,True,13,False,False
2026-09-18,Eureka,True,22,Rockwood Summit,True,7,False,False
2026-09-18,Diamond,True,13,Sarcoxie,True,56,False,False
2026-09-18,Christ Preparatory (KS.),False,9,Savannah,True,39,False,False
2026-09-18,Windsor (Imperial),True,20,Saxony Lutheran,True,52,False,False
2026-09-18,Duchesne,True,0,Scotland County,True,56,False,False
2026-09-18,Mt. Vernon,True,12,Seneca,True,35,False,False
2026-09-18,East (Kansas City),True,6,Sherwood,True,71,False,False
2026-09-18,Santa Fe,False,52,Salem,True,66,False,False
2026-09-18,Montgomery County,True,8,South Callaway,True,6,False,False
2026-09-18,Putnam County,True,15,South Harrison,True,12,False,False
2026-09-18,California,True,20,Southern Boone,True,41,False,False
2026-09-17,Holt,True,49,St. Charles,True,6,False,False
2026-09-18,SLUH,True,33,St. Dominic,True,3,False,False
2026-09-18,Rolla,True,47,St. Francis Borgia,True,13,False,False
2026-09-18,St. Clair,True,34,St. James,True,0,False,False
2026-09-18,Central (Park Hills),True,0,St. Pius X (Festus),True,54,False,False
2026-09-18,Hayden Catholic (KS.),False,12,St. Pius X (Kansas City),True,57,False,False
2026-09-18,Herculaneum,True,7,St. Vincent,True,42,False,False
2026-09-18,Blue Springs South,True,37,Staley,True,6,False,False
2026-09-18,Potosi,True,21,Ste. Genevieve,True,29,False,False
2026-09-18,Marionville,True,30,Stockton with Sheldon,True,14,False,False
2026-09-18,Father Tolton,True,19,Summit Christian Academy,True,21,False,False
2026-09-18,St. James,True,14,Tarkio,False,26,False,False
2026-09-18,Salem,True,26,Thayer,True,61,False,False
2026-09-18,Gateway with Soldan International Studies,True,8,Tremont (IL.),False,27,False,False
2026-09-18,Ruskin,True,41,Truman,True,6,False,False
2026-09-19,Benton,True,28,University Academy Charter with Ewing Marion Kauffman,True,14,False,False
2026-09-18,Lincoln College Prep,True,17,Van Horn,True,21,False,False
2026-09-18,Tipton with Bunceton,True,47,Versailles,True,6,False,False
2026-09-18,Christian Brothers College,True,56,Vianney,True,28,False,False
2026-09-18,St. Charles West,True,17,Warrenton,True,0,False,False
2026-09-18,Ft. Zumwalt South,True,28,Washington,True,26,False,False
2026-09-18,Nixa,True,21,Webb City,True,23,False,False
2026-09-19,MICDS,True,22,Westminster Christian Academy,True,12,False,False
2026-09-18,Kickapoo,True,21,Willard,True,7,False,False
2026-09-18,Butler,True,54,Windsor,True,30,False,False
2026-09-25,Windsor,True,,Adrian,True,,False,False
2026-09-25,Jennings,True,,Affton,True,,False,False
2026-09-25,Camdenton,True,,Battle,True,,False,False
2026-09-25,Jefferson (Festus),True,,Bayless with Hancock,True,,False,False
2026-09-25,Savannah,True,,Benton,True,,False,False
2026-09-25,Southern Boone,True,,Boonville,True,,False,False
2026-09-25,Louisiana,True,,Bowling Green,True,,False,False
2026-09-25,Gallatin with Tri-County,True,,Brookfield,True,,False,False
2026-09-25,Clever,True,,Buffalo,True,,False,False
2026-09-25,Mountain Grove,True,,Cabool,True,,False,False
2026-09-25,Blair Oaks,True,,California,True,,False,False
2026-09-25,Maryville,True,,Cameron,True,,False,False
2026-09-25,Jefferson City,True,,Capital City,True,,False,False
2026-09-25,Branson,True,,Carl Junction,True,,False,False
2026-09-25,Knob Noster with Leeton,True,,Carrollton,True,,False,False
2026-09-25,Joplin,True,,Carthage,True,,False,False
2026-09-25,St. Pius X (Festus),True,,Caruthersville,True,,False,False
2026-09-25,Southeast,False,,Center,True,,False,False
2026-09-25,Kennett,True,,Central (New Madrid County),True,,False,False
2026-09-25,Potosi,True,,Central (Park Hills),True,,False,False
2026-09-25,Park Hill South,True,,Central (St. Joseph),True,,False,False
2026-09-25,St. Dominic,True,,Chaminade College Prep,True,,False,False
2026-09-25,Herculaneum,True,,Cuba with Steelville,True,,False,False
2026-09-25,Vianney,True,,De Smet Jesuit,True,,False,False
2026-09-25,Windsor (Imperial),True,,DeSoto,True,,False,False
2026-09-25,Ash Grove,True,,Diamond,True,,False,False
2026-09-25,Kelly,True,,Doniphan,True,,False,False
2026-09-25,Missouri Military Academy,False,,Duchesne,True,,False,False
2026-09-25,North Platte,True,,East Buchanan,True,,False,False
2026-09-25,Cassville,True,,East Newton,True,,False,False
2026-09-25,Dexter,True,,East Prairie,True,,False,False
2026-09-25,Sherwood,True,,El Dorado Springs,True,,False,False
2026-09-25,Kirkwood,True,,Eureka,True,,False,False
2026-09-25,Chillicothe,True,,Excelsior Springs,True,,False,False
2026-09-25,Liberty (Wentzville),True,,Francis Howell,True,,False,False
2026-09-25,Francis Howell Central,True,,Francis Howell North,True,,False,False
2026-09-25,Washington,True,,Ft. Zumwalt East,True,,False,False
2026-09-25,Ft. Zumwalt North,True,,Ft. Zumwalt South,True,,False,False
2026-09-25,Hallsville,True,,Fulton,True,,False,False
2026-09-26,Confluence Prep Academy Charter,True,,Gateway with Soldan International Studies,True,,False,False
2026-09-25,Waynesville,True,,Glendale,True,,False,False
2026-09-25,Platte County,True,,Grain Valley,True,,False,False
2026-09-25,Smithville,True,,Grandview,True,,False,False
2026-09-25,Scotland County,True,,Hamilton (IL.),False,,False,False
2026-09-25,Mexico,True,,Hannibal,True,,False,False
2026-09-25,Linn,True,,Harrisburg,True,,False,False
2026-09-25,St. Mary's South Side,True,,Hayden Catholic (KS.),False,,False,False
2026-09-25,Scott City with Chaffee,True,,Hayti,True,,False,False
2026-09-25,Riverview Gardens,True,,Hazelwood Central,True,,False,False
2026-09-25,Rock Bridge,True,,Helias Catholic,True,,False,False
2026-09-25,Festus,True,,Hillsboro,True,,False,False
2026-09-25,Warrenton,True,,Holt,True,,False,False
2026-09-24,Thayer,True,,Houston,True,,False,False
2026-09-25,Farmington,True,,Jackson,True,,False,False
2026-09-25,KIPP KC Legacy,True,,JC Harmon (KS.),False,,False,False
2026-09-26,MICDS,True,,John Burroughs,True,,False,False
2026-09-25,Winnetonka,True,,Kearney,True,,False,False
2026-09-25,Lebanon,True,,Kickapoo,True,,False,False
2026-09-25,Richmond,True,,Lafayette County,True,,False,False
2026-09-25,Christ Preparatory (KS.),False,,Lamar,True,,False,False
2026-09-25,Raymore-Peculiar,True,,Lee's Summit,True,,False,False
2026-09-25,Blue Springs,True,,Lee's Summit West,True,,False,False
2026-09-25,Holden,True,,Lexington,True,,False,False
2026-09-25,Staley,True,,Liberty North,True,,False,False
2026-09-25,Rockwood Summit,True,,Lindbergh,True,,False,False
2026-09-25,Christian Brothers College,True,,Lipscomb Academy (TN.),False,,False,False
2026-09-25,Bolivar,True,,Logan-Rogersville,True,,False,False
2026-09-25,Cole Camp,True,,Lone Jack with Kingsville,True,,False,False
2026-09-25,Lutheran North,True,,Lutheran South,True,,False,False
2026-09-25,North County,True,,Lutheran St. Charles,True,,False,False
2026-09-25,Centralia,True,,Macon,True,,False,False
2026-09-25,Sarcoxie,True,,Marionville,True,,False,False
2026-09-25,Lafayette (Wildwood),True,,Marquette,True,,False,False
2026-09-25,Kirksville,True,,Marshall,True,,False,False
2026-09-25,Parkview,True,,Marshfield,True,,False,False
2026-09-25,Saxony Lutheran,True,,Mater Dei (IL.),False,,False,False
2026-09-26,Clayton with Brentwood,True,,McCluer,True,,False,False
2026-09-25,West Platte,True,,Mid-Buchanan,True,,False,False
2026-09-25,Maysville,True,,Milan,True,,False,False
2026-09-25,Pierce City,True,,Miller,True,,False,False
2026-09-25,Aurora,True,,Monett,True,,False,False
2026-09-25,Highland,True,,Monroe City,True,,False,False
2026-09-25,McDonald County,True,,Mt. Vernon,True,,False,False
2026-09-25,Seneca,True,,Nevada,True,,False,False
2026-09-25,Liberty,True,,North Kansas City,True,,False,False
2026-09-25,Central (Kansas City),True,,Northeast (Kansas City),True,,False,False
2026-09-25,McCluer North,True,,Northwest (Cedar Hill),True,,False,False
2026-09-25,Lee's Summit North,True,,Oak Park,True,,False,False
2026-09-25,Parkway South,True,,Oakville,True,,False,False
2026-09-25,Oak Grove,True,,Odessa,True,,False,False
2026-09-25,Eldon,True,,Osage,True,,False,False
2026-09-25,Nixa,True,,Ozark,True,,False,False
2026-09-25,North Callaway,True,,Palmyra,True,,False,False
2026-09-25,Blue Springs South,True,,Park Hill,True,,False,False
2026-09-25,Ladue Horton Watkins,True,,Parkway North,True,,False,False
2026-09-25,Hazelwood East,True,,Parkway West,True,,False,False
2026-09-25,Parkway Central,True,,Pattonville,True,,False,False
2026-09-25,Lawson,True,,Penney,True,,False,False
2026-09-24,Grandview (Hillsboro),True,,Perryville,True,,False,False
2026-09-25,Lathrop,True,,Plattsburg,True,,False,False
2026-09-25,Clinton,True,,Pleasant Hill,True,,False,False
2026-09-25,Crest Ridge with Chilhowee,True,,"Pleasant Hope with Halfway, Marion C. Early",True,,False,False
2026-09-25,Salem,True,,Polo,False,,False,False
2026-09-25,Central (Cape Girardeau),True,,Poplar Bluff,True,,False,False
2026-09-25,Malden,True,,Portageville,True,,False,False
2026-09-25,Marceline,True,,Putnam County,True,,False,False
2026-09-25,Fort Osage,True,,Raytown,True,,False,False
2026-09-25,Ruskin,True,,Raytown South,True,,False,False
2026-09-25,Forsyth,True,,Reeds Spring,True,,False,False
2026-09-25,Neosho,True,,Republic,True,,False,False
2026-09-25,Hazelwood West,True,,Ritenour,True,,False,False
2026-09-25,St. Thomas Aquinas (KS.),False,,Rockhurst,True,,False,False
2026-09-25,Moberly,True,,Rolla,True,,False,False
2026-09-25,Fayette,True,,Russellville,True,,False,False
2026-09-25,Ava,True,,Salem,True,,False,False
2026-09-25,Principia,True,,Salisbury,True,,False,False
2026-09-25,Fox,True,,Seckman,True,,False,False
2026-09-25,Miller Career Academy with Sumner,True,,Sikeston,True,,False,False
2026-09-25,Stockton with Sheldon,True,,Skyline,True,,False,False
2026-09-25,Lift for Life Academy Charter,True,,SLUH,True,,False,False
2026-09-25,Hickman,True,,Smith-Cotton,True,,False,False
2026-09-25,DeKalb,False,,St. James,True,,False,False
2026-09-25,Clark County,True,,South Shelby,True,,False,False
2026-09-25,Fair Grove,True,,Springfield Catholic,True,,False,False
2026-09-25,Orchard Farm,True,,St. Charles West,True,,False,False
2026-09-25,Hermann,True,,St. Clair,True,,False,False
2026-09-25,Father Tolton,True,,St. Francis Borgia,True,,False,False
2026-09-25,Butler,True,,St. James,True,,False,False
2026-09-25,St. Pius X (Kansas City),True,,St. James (KS.),False,,False,False
2026-09-25,Cardinal Ritter,True,,St. James Performance (VA.),False,,False,False
2026-09-25,Lincoln College Prep,True,,St. Mary's (KS) Academy,False,,False,False
2026-09-25,Summit Christian Academy,True,,St. Michael the Archangel,True,,False,False
2026-09-25,Fredericktown,True,,Ste. Genevieve,True,,False,False
2026-09-25,Hollister,True,,Strafford,True,,False,False
2026-09-25,Pacific,True,,Sullivan,True,,False,False
2026-09-24,North Point,True,,Timberland,True,,False,False
2026-09-25,South Callaway,True,,Tipton with Bunceton,True,,False,False
2026-09-25,South Harrison,True,,Trenton,True,,False,False
2026-09-25,Ft. Zumwalt West,True,,Troy Buchanan,True,,False,False
2026-09-25,Belton,True,,Truman,True,,False,False
2026-09-25,Owensville,True,,Union,True,,False,False
2026-09-26,Pembroke Hill,True,,University Academy Charter with Ewing Marion Kauffman,True,,False,False
2026-09-24,Normandy Collaborative,True,,University City,True,,False,False
2026-09-25,St. Vincent,True,,Valle Catholic,True,,False,False
2026-09-25,Montgomery County,True,,Van-Far,True,,False,False
2026-09-25,Crystal City,True,,Veritas Christian Academy,True,,False,False
2026-09-25,Warsaw,True,,Versailles,True,,False,False
2026-09-25,Harrisonville,True,,Warrensburg,True,,False,False
2026-09-25,Mehlville,True,,Webster Groves,True,,False,False
2026-09-25,Hillcrest,True,,West Plains,True,,False,False
2026-09-26,Priory,True,,Westminster Christian Academy,True,,False,False
2026-09-25,Webb City,True,,Willard,True,,False,False
2026-09-25,Van Horn,True,,William Chrisman,True,,False,False
2026-09-25,Liberty (Mountain View),True,,Willow Springs,True,,False,False
2026-09-25,St. Charles,True,,Winfield,True,,False,False
2026-09-25,Mark Twain,True,,Wright City,True,,False,False
2026-10-02,Versailles,True,,Adrian,True,,False,False
2026-10-02,Pierce City,True,,Ash Grove,True,,False,False
2026-10-02,Houston,True,,Ava,True,,False,False
2026-10-02,Smith-Cotton,True,,Battle,True,,False,False
2026-10-02,Grain Valley,True,,Belton,True,,False,False
2026-10-02,Rockhurst,True,,Bishop Miege (KS.),False,,False,False
2026-10-02,Boonville,True,,Blair Oaks,True,,False,False
2026-10-02,Liberty North,True,,Blue Springs South,True,,False,False
2026-10-02,Parkview,True,,Branson,True,,False,False
2026-10-02,Sherwood,True,,Butler,True,,False,False
2026-10-02,Osage,True,,California,True,,False,False
2026-10-02,Helias Catholic,True,,Capital City,True,,False,False
2026-10-02,Naperville Central (IL.),False,,Cardinal Ritter,True,,False,False
2026-10-02,Lamar,True,,Cassville,True,,False,False
2026-10-02,Odessa,True,,Center,True,,False,False
2026-10-02,Gateway with Soldan International Studies,True,,Central (Cape Girardeau),True,,False,False
2026-10-02,Ste. Genevieve,True,,Central (Park Hills),True,,False,False
2026-10-02,Monroe City,True,,Centralia,True,,False,False
2026-10-02,Saxony Lutheran,True,,Charleston,True,,False,False
2026-10-02,Rabun Gap-Nacoochee (GA.),False,,Christian Brothers College,True,,False,False
2026-10-02,Macon,True,,Clark County,True,,False,False
2026-10-02,Hollister,True,,Clever,True,,False,False
2026-10-02,Crest Ridge with Chilhowee,True,,Cole Camp,True,,False,False
2026-10-02,Salisbury,True,,Crystal City,True,,False,False
2026-10-02,"Pleasant Hope with Halfway, Marion C. Early",True,,Cuba with Steelville,True,,False,False
2026-10-02,Central (New Madrid County),True,,Dexter,True,,False,False
2026-10-02,Stockton with Sheldon,True,,Diamond,True,,False,False
2026-10-02,Kennett,True,,Doniphan,True,,False,False
2026-10-02,Westran,True,,Duchesne,True,,False,False
2026-10-02,Mt. Vernon,True,,East Newton,True,,False,False
2026-10-02,Hallsville,True,,Eldon,True,,False,False
2026-10-02,Marquette,True,,Eureka,True,,False,False
2026-10-02,Reeds Spring,True,,Fair Grove,True,,False,False
2026-10-02,Sikeston,True,,Farmington,True,,False,False
2026-10-02,Chillicothe,True,,Father Tolton,True,,False,False
2026-10-02,North County,True,,Festus,True,,False,False
2026-10-02,Strafford,True,,Forsyth,True,,False,False
2026-10-02,Truman,True,,Fort Osage,True,,False,False
2026-10-02,Parkway West,True,,Fox,True,,False,False
2026-10-02,Francis Howell,True,,Francis Howell Central,True,,False,False
2026-10-02,DeSoto,True,,Fredericktown,True,,False,False
2026-10-02,Ft. Zumwalt East,True,,Ft. Zumwalt South,True,,False,False
2026-10-02,Louisburg (KS.),False,,Harrisonville,True,,False,False
2026-10-02,Parkway North,True,,Hazelwood East,True,,False,False
2026-10-02,Ladue Horton Watkins,True,,Hazelwood West,True,,False,False
2026-10-02,Grandview (Hillsboro),True,,Herculaneum,True,,False,False
2026-10-02,St. James,True,,Hermann,True,,False,False
2026-10-02,Jefferson City,True,,Hickman,True,,False,False
2026-10-02,Palmyra,True,,Highland,True,,False,False
2026-10-02,Logan-Rogersville,True,,Hillcrest,True,,False,False
2026-10-02,Lafayette County,True,,Holden,True,,False,False
2026-10-01,Winfield,True,,Holt,True,,False,False
2026-10-02,Poplar Bluff,True,,Jackson,True,,False,False
2026-10-02,Perryville,True,,Jefferson (Festus),True,,False,False
2026-10-02,Lutheran South,True,,John Burroughs,True,,False,False
2026-10-02,Republic,True,,Joplin,True,,False,False
2026-10-02,East Prairie,True,,Kelly,True,,False,False
2026-10-03,Washington (KS.),False,,KIPP KC Legacy,True,,False,False
2026-10-02,Mexico,True,,Kirksville,True,,False,False
2026-10-02,Lindbergh,True,,Kirkwood,True,,False,False
2026-10-02,Lexington,True,,Knob Noster with Leeton,True,,False,False
2026-10-02,East Buchanan,True,,Lathrop,True,,False,False
2026-10-02,Mid-Buchanan,True,,Lawson,True,,False,False
2026-10-02,Glendale,True,,Lebanon,True,,False,False
2026-10-02,Lee's Summit West,True,,Lee's Summit,True,,False,False
2026-10-02,Central (St. Joseph),True,,Lee's Summit North,True,,False,False
2026-10-02,Park Hill,True,,Liberty,True,,False,False
2026-10-02,Mountain Grove,True,,Liberty (Mountain View),True,,False,False
2026-10-01,Ft. Zumwalt West,True,,Liberty (Wentzville),True,,False,False
2026-10-02,St. Mary's South Side,True,,Lift for Life Academy Charter,True,,False,False
2026-10-02,Northeast (Kansas City),True,,Lincoln College Prep,True,,False,False
2026-10-02,Fayette,True,,Linn,True,,False,False
2026-10-02,Westminster Christian Academy,True,,Lutheran North,True,,False,False
2026-10-02,St. Pius X (Festus),True,,Lutheran St. Charles,True,,False,False
